Date,Active_Rig_Count,Offshore_Rig_Supply,Offshore_Rig_Active,Offshore_Utilization_Rate,Land_Rig_Active_Count,Crude_Price_2010_USD,Adjusted_Nat_Gas_Price_2010,World_Oil_Cunsump,World_Oil_Production
Oct-14,3657,863.77,720.68,83.43,2936.32,77.52,3.462753654,7836.640063,7856.424256
Nov-14,3670,865.4,717.2,82.87,2952.8,69.74,3.772962618,7836.640063,7856.424256
Dec-14,3570,865.74,710.23,82.04,2859.77,54.73,3.166171715,8005.102715,7856.424256
Jan-15,3309,862.06,697.61,80.92,2611.39,43.87,2.759471366,8005.102715,8092.090897
Feb-15,2986,862.11,683.43,79.27,2302.57,46.89,2.64214661,8005.102715,8092.090897
Mar-15,2557,857.71,678.9,79.15,1878.1,44.19,2.587335014,8005.102715,8092.090897
Apr-15,2268,853.53,665.33,77.95,1602.67,50.28,2.382520029,8005.102715,8092.090897
May-15,2127,851.1,653.45,76.78,1473.55,54.54,2.613566045,8005.102715,8092.090897
Jun-15,2136,852.87,643.6,75.46,1492.4,54.89,2.541532455,8005.102715,8092.090897
Jul-15,2167,852.35,634.16,74.4,1532.84,46.63,2.5925588,8005.102715,8092.090897
Aug-15,2226,851.35,618.06,72.6,1607.94,39.28,2.528697464,8005.102715,8092.090897
Sep-15,2171,852.6,603.9,70.83,1567.1,41.76,2.433252213,8005.102715,8092.090897
Oct-15,2086,852.55,594.19,69.7,1491.81,42.39,2.127779764,8005.102715,8092.090897
Nov-15,2047,851.5,582.63,68.42,1464.37,38.89,1.905781124,8005.102715,8092.090897
Dec-15,1969,851.19,572.9,67.31,1396.1,34.1,1.760654621,8091.98929,8092.090897
Jan-16,1891,850.58,552.26,64.93,1338.74,29.05,2.081467248,8091.98929,8125.915217
Feb-16,1761,847.93,541.24,63.83,1219.76,27.84,1.799968838,8091.98929,8125.915217
Mar-16,1551,842.19,534.71,63.49,1016.29,34.4,1.557465615,8091.98929,8125.915217
Apr-16,1424,844.43,527.7,62.49,896.3,37.21,1.734946216,8091.98929,8125.915217
May-16,1405,837.71,514.06,61.37,890.94,42.54,1.748545084,8091.98929,8125.915217
Jun-16,1407,834.7,498.13,59.68,908.87,44.28,2.333649502,8091.98929,8125.915217
Jul-16,1481,836.1,495.32,59.24,985.68,40.55,2.533596502,8091.98929,8125.915217
Aug-16,1547,835.06,485.19,58.1,1061.81,40.53,2.528836834,8091.98929,8125.915217
Sep-16,1584,837.37,480.9,57.43,1103.1,40.87,2.686973296,8091.98929,8125.915217
Oct-16,1620,836.19,476.06,56.93,1143.94,44.92,2.661811983,8091.98929,8125.915217
Nov-16,1678,832.2,463.97,55.75,1214.03,41.14,2.25262262,8091.98929,8125.915217
Dec-16,1772,831.42,458.68,55.17,1313.32,46.68,3.215883216,8158.333333,8125.915217
Jan-17,1918,829.42,454.84,54.84,1463.16,46.97,2.916321273,8158.333333,8176.538846
Feb-17,2027,824.36,456.18,55.34,1570.82,47.8,2.520835707,8158.333333,8176.538846
Mar-17,1985,823,459.77,55.87,1525.23,44.14,2.56776274,8158.333333,8176.538846
Apr-17,1917,824.6,464.4,56.32,1452.6,45.63,2.752237852,8158.333333,8176.538846
May-17,1935,824.81,465.61,56.45,1469.39,43.34,2.788998287,8158.333333,8176.538846
Jun-17,2041,824.1,468.27,56.82,1572.73,40.35,2.625726712,8158.333333,8176.538846
Jul-17,2110,824.77,476.94,57.83,1633.06,41.61,2.641338844,8158.333333,8176.538846
Aug-17,2116,817.94,471.58,57.65,1644.42,42.71,2.560448762,8158.333333,8176.538846
Sep-17,2081,814.4,469.8,57.69,1611.2,44.09,2.619600841,8158.333333,8176.538846
Oct-17,2077,807.19,460.35,57.03,1616.65,45.62,2.538210044,8158.333333,8176.538846
Nov-17,2057,802.73,463.47,57.74,1593.53,49.94,2.636372164,8158.333333,8176.538846
Dec-17,2089,801.48,468.84,58.5,1620.16,50.92,2.427988592,8275,8176.538846
Jan-18,2175,804.55,464.26,57.7,1710.74,55.82,3.39977821,8275,8404.381674
Feb-18,2271,801.21,466.29,58.2,1804.71,54.42,2.334987909,8275,8404.381674
Mar-18,2179,795.94,464.16,58.32,1714.84,54.83,2.351262134,8275,8404.381674
Apr-18,2087,794.33,463.87,58.4,1623.13,57.8,2.408027013,8275,8404.381674
May-18,2096,787,476.52,60.55,1619.48,60.89,2.418799422,8275,8404.381674
Jun-18,2152,776.33,479.83,61.81,1672.17,58.94,2.55304021,8275,8404.381674
Jul-18,2251,773.77,478.77,61.88,1772.23,61.52,2.426992373,8275,8404.381674
Aug-18,2278,770.1,476.52,61.88,1801.48,58.93,2.562805156,8275,8404.381674
Sep-18,2258,767.63,483.27,62.96,1774.73,60.77,2.596087457,8275,8404.381674
Oct-18,2271,766.42,485.16,63.3,1785.84,61.03,2.838212932,8275,8404.381674
Nov-18,2266,763.93,486.5,63.68,1779.5,49.14,3.571970248,8275,8404.381674
Dec-18,2244,762.77,494.06,64.77,1749.94,42.73,3.408538202,8358.333333,8404.381674
Jan-19,2265,756.87,497.1,65.68,1767.9,44.35,2.658322812,8358.333333,
Feb-19,2306,756.39,500.82,66.21,1805.18,47.34,2.34352878,8358.333333,
Mar-19,2213,756.68,505.39,66.79,1707.61,49.9,2.522763114,8358.333333,
Apr-19,2140,756.47,508.97,67.28,1631.03,54.62,2.266694907,8358.333333,
May-19,2182,757.32,513.1,67.75,1668.9,51.99,2.247850914,8358.333333,
Jun-19,2221,757.6,522.43,68.96,1698.57,46.69,2.050065608,8358.333333,
Jul-19,2238,758.45,529.03,69.75,1708.97,48.82,2.009161426,8358.333333,
Aug-19,2206,761.97,531.39,69.74,1674.61,46.64,1.888948888,8358.333333,
Sep-19,2141,759.4,535.77,70.55,1605.23,48.45,2.194768254,8358.333333,
Oct-19,2123,758.9,534.26,70.4,1588.74,49.24,49.24094515,,
